,date,description,guests,state,location,Latitude,Longitude,Accuracy Score,Accuracy Type,Number,Street,City,State,County,Zip,Country,Source,properties.headline,properties.articles,properties.color,properties.radius,geometry.coordinates,geometry.type,candidate
14,JUN 4," Concord, NH: Campaign Stop with Joe Biden ",122, NH,"IBEW Local 490, Concord New Hampshire, Concord, NH",43.230314,-71.536101,1,place,,,Concord,NH,Merrimack County,3301,US,TIGER/Line® dataset from the US Census Bureau,"Merrimack County, NH: 122 guests"," Concord, NH: Campaign Stop with Joe Biden , IBEW Local 490, Concord New Hampshire, Concord, NH",#61c9bf,20,"(-71.536101, 43.230314)",Point,Biden
15,JUN 4," Berlin, NH: Community Stop with Joe Biden ",36, NH,"168 Main St, Berlin, NH",44.469927,-71.179893,1,rooftop,168.0,Main St,Berlin,NH,Coos County,3570,US,Statewide,"Coos County, NH: 36 guests"," Berlin, NH: Community Stop with Joe Biden , 168 Main St, Berlin, NH",#61c9bf,10,"(-71.179893, 44.469927)",Point,Biden
16,MAY 18, Biden for President Campaign Kick Off Rally in Philadelphia ,1998, PA,"Eakins Oval, 2451 Benjamin Franklin Pkwy, Philadelphia, PA",40.001811,-75.11787,1,place,,,Philadelphia,PA,Philadelphia County,19019,US,TIGER/Line® dataset from the US Census Bureau,"Philadelphia County, PA: 1998 guests"," Biden for President Campaign Kick Off Rally in Philadelphia , Eakins Oval, 2451 Benjamin Franklin Pkwy, Philadelphia, PA",#61c9bf,30,"(-75.11787, 40.001811)",Point,Biden
17,MAY 7," Henderson, NV: Campaign Stop with Joe Biden ",213, NV,"1701 Whitney Mesa Dr, Henderson, NV",36.077001,-115.069474,1,rooftop,1701.0,Whitney Mesa Dr,Henderson,NV,Clark County,89014,US,Henderson,"Clark County, NV: 213 guests"," Henderson, NV: Campaign Stop with Joe Biden , 1701 Whitney Mesa Dr, Henderson, NV",#61c9bf,30,"(-115.069474, 36.077001)",Point,Biden
18,MAY 4," Columbia, SC: Campaign Stop with Joe Biden ",442, SC,"950 Jackson Avenue, Columbia, SC",34.039074,-81.042858,1,range_interpolation,950.0,Jackson Ave,Columbia,SC,Richland County,29203,US,TIGER/Line® dataset from the US Census Bureau,"Richland County, SC: 442 guests"," Columbia, SC: Campaign Stop with Joe Biden , 950 Jackson Avenue, Columbia, SC",#61c9bf,30,"(-81.042858, 34.039074)",Point,Biden
19,MAY 1," Des Moines, IA: Campaign Stop with Joe Biden ",535, IA,"340 SW 3rd St, Des Moines, IA",41.581432,-93.619219,1,range_interpolation,340.0,SW 3rd St,Des Moines,IA,Polk County,50309,US,TIGER/Line® dataset from the US Census Bureau,"Polk County, IA: 535 guests"," Des Moines, IA: Campaign Stop with Joe Biden , 340 SW 3rd St, Des Moines, IA",#61c9bf,30,"(-93.619219, 41.581432)",Point,Biden
20,MAY 1," Iowa City, IA: Campaign Stop with Joe Biden ",424, IA,"Big Grove Brewery & Taproom - Iowa City, Iowa City, IA",41.634209000000006,-91.49905,1,place,,,Iowa City,IA,Johnson County,52240,US,TIGER/Line® dataset from the US Census Bureau,"Johnson County, IA: 424 guests"," Iowa City, IA: Campaign Stop with Joe Biden , Big Grove Brewery & Taproom - Iowa City, Iowa City, IA",#61c9bf,30,"(-91.49905, 41.634209000000006)",Point,Biden
21,APR 30," Dubuque, IA: Campaign Stop with Joe Biden ",145, IA,"500 Bell St, Dubuque, IA",42.498548,-90.655361,1,rooftop,500.0,Bell St,Dubuque,IA,Dubuque County,52001,US,Dubuque,"Dubuque County, IA: 145 guests"," Dubuque, IA: Campaign Stop with Joe Biden , 500 Bell St, Dubuque, IA",#61c9bf,20,"(-90.655361, 42.498548)",Point,Biden
22,APR 30," Cedar Rapids, IA: Campaign Stop with Joe Biden ",87, IA,"50 2nd Ave Brg, Cedar Rapids, IA",41.976387,-91.670985,1,range_interpolation,50.0,2nd Avenue Brg,Cedar Rapids,IA,Linn County,52401,US,TIGER/Line® dataset from the US Census Bureau,"Linn County, IA: 87 guests"," Cedar Rapids, IA: Campaign Stop with Joe Biden , 50 2nd Ave Brg, Cedar Rapids, IA",#61c9bf,15,"(-91.670985, 41.976387)",Point,Biden
23,APR 29," Pittsburgh, PA: Campaign Stop with Joe Biden ",276, PA,"4701 Butler St, Pittsburgh, PA",40.474352,-79.958177,1,rooftop,4701.0,Butler St,Pittsburgh,PA,Allegheny County,15201,US,Allegheny,"Allegheny County, PA: 276 guests"," Pittsburgh, PA: Campaign Stop with Joe Biden , 4701 Butler St, Pittsburgh, PA",#61c9bf,30,"(-79.958177, 40.474352)",Point,Biden
